"TIME","GEO","UNIT","AGE","SEX","PROJECTION","Value","Flag and Footnotes"
"2019","Estonia","Person","97 years","Total","Baseline projections ","280",""
"2019","Estonia","Person","98 years","Total","Baseline projections ","139",""
"2019","Estonia","Person","99 years","Total","Baseline projections ","82",""
"2019","Estonia","Person","100 years or over","Total","Baseline projections ","142",""
"2019","Ireland","Person","Total","Total","Baseline projections ","4,809,741",""
"2019","Ireland","Person","16 years","Total","Baseline projections ","63,601",""
"2019","Ireland","Person","17 years","Total","Baseline projections ","62,072",""
"2019","Ireland","Person","18 years","Total","Baseline projections ","59,269",""
"2019","Ireland","Person","19 years","Total","Baseline projections ","56,003",""
"2019","Ireland","Person","20 years","Total","Baseline projections ","53,468",""
"2019","Ireland","Person","21 years","Total","Baseline projections ","50,134",""
"2019","Ireland","Person","22 years","Total","Baseline projections ","46,399",""
"2019","Ireland","Person","23 years","Total","Baseline projections ","42,791",""
"2019","Ireland","Person","24 years","Total","Baseline projections ","42,620",""
"2019","Ireland","Person","25 years","Total","Baseline projections ","44,260",""
"2019","Ireland","Person","26 years","Total","Baseline projections ","48,801",""
"2019","Ireland","Person","27 years","Total","Baseline projections ","53,193",""
"2019","Ireland","Person","28 years","Total","Baseline projections ","56,946",""
"2019","Ireland","Person","29 years","Total","Baseline projections ","57,889",""
"2019","Ireland","Person","30 years","Total","Baseline projections ","59,890",""
"2019","Ireland","Person","31 years","Total","Baseline projections ","62,630",""
"2019","Ireland","Person","32 years","Total","Baseline projections ","65,320",""
"2019","Ireland","Person","33 years","Total","Baseline projections ","68,132",""
"2019","Ireland","Person","34 years","Total","Baseline projections ","69,580",""
"2019","Ireland","Person","35 years","Total","Baseline projections ","71,387",""
"2019","Ireland","Person","36 years","Total","Baseline projections ","74,902",""
"2019","Ireland","Person","37 years","Total","Baseline projections ","77,303",""
"2019","Ireland","Person","38 years","Total","Baseline projections ","79,589",""
"2019","Ireland","Person","39 years","Total","Baseline projections ","78,063",""
"2019","Ireland","Person","40 years","Total","Baseline projections ","75,088",""
"2019","Ireland","Person","41 years","Total","Baseline projections ","72,826",""
"2019","Ireland","Person","42 years","Total","Baseline projections ","72,078",""
"2019","Ireland","Person","43 years","Total","Baseline projections ","71,980",""
"2019","Ireland","Person","44 years","Total","Baseline projections ","71,818",""
"2019","Ireland","Person","45 years","Total","Baseline projections ","71,144",""
"2019","Ireland","Person","46 years","Total","Baseline projections ","71,147",""
"2019","Ireland","Person","47 years","Total","Baseline projections ","69,944",""
"2019","Ireland","Person","48 years","Total","Baseline projections ","69,278",""
"2019","Ireland","Person","49 years","Total","Baseline projections ","67,116",""
"2019","Ireland","Person","50 years","Total","Baseline projections ","64,204",""
"2019","Ireland","Person","51 years","Total","Baseline projections ","63,324",""
"2019","Ireland","Person","52 years","Total","Baseline projections ","62,208",""
"2019","Ireland","Person","53 years","Total","Baseline projections ","61,679",""
"2019","Ireland","Person","54 years","Total","Baseline projections ","61,258",""
"2019","Ireland","Person","55 years","Total","Baseline projections ","59,391",""
"2019","Ireland","Person","56 years","Total","Baseline projections ","57,699",""
"2019","Ireland","Person","57 years","Total","Baseline projections ","56,414",""
"2019","Ireland","Person","58 years","Total","Baseline projections ","55,989",""
"2019","Ireland","Person","59 years","Total","Baseline projections ","53,605",""
"2019","Ireland","Person","60 years","Total","Baseline projections ","51,685",""
"2019","Ireland","Person","61 years","Total","Baseline projections ","50,829",""
"2019","Ireland","Person","62 years","Total","Baseline projections ","49,423",""
"2019","Ireland","Person","63 years","Total","Baseline projections ","48,018",""
"2019","Ireland","Person","64 years","Total","Baseline projections ","47,178",""
"2019","Ireland","Person","65 years","Total","Baseline projections ","45,527",""
"2019","Ireland","Person","66 years","Total","Baseline projections ","44,948",""
"2019","Ireland","Person","67 years","Total","Baseline projections ","42,766",""
"2019","Ireland","Person","68 years","Total","Baseline projections ","41,719",""
"2019","Ireland","Person","69 years","Total","Baseline projections ","40,783",""
"2019","Ireland","Person","70 years","Total","Baseline projections ","39,797",""
"2019","Ireland","Person","71 years","Total","Baseline projections ","38,424",""
"2019","Ireland","Person","72 years","Total","Baseline projections ","36,539",""
"2019","Ireland","Person","73 years","Total","Baseline projections ","34,373",""
"2019","Ireland","Person","74 years","Total","Baseline projections ","31,215",""
"2019","Ireland","Person","75 years","Total","Baseline projections ","29,241",""
"2019","Ireland","Person","76 years","Total","Baseline projections ","26,991",""
"2019","Ireland","Person","77 years","Total","Baseline projections ","24,268",""
"2019","Ireland","Person","78 years","Total","Baseline projections ","22,772",""
"2019","Ireland","Person","79 years","Total","Baseline projections ","21,853",""
"2019","Ireland","Person","80 years","Total","Baseline projections ","20,268",""
"2019","Ireland","Person","81 years","Total","Baseline projections ","18,466",""
"2019","Ireland","Person","82 years","Total","Baseline projections ","17,251",""
"2019","Ireland","Person","83 years","Total","Baseline projections ","15,737",""
"2019","Ireland","Person","84 years","Total","Baseline projections ","14,092",""
"2019","Ireland","Person","85 years","Total","Baseline projections ","12,474",""
"2019","Ireland","Person","86 years","Total","Baseline projections ","10,643",""
"2019","Ireland","Person","87 years","Total","Baseline projections ","9,333",""
"2019","Ireland","Person","88 years","Total","Baseline projections ","8,082",""
"2019","Ireland","Person","89 years","Total","Baseline projections ","6,752",""
"2019","Ireland","Person","90 years","Total","Baseline projections ","5,439",""
"2019","Ireland","Person","91 years","Total","Baseline projections ","4,303",""
"2019","Ireland","Person","92 years","Total","Baseline projections ","3,687",""
"2019","Ireland","Person","93 years","Total","Baseline projections ","2,949",""
"2019","Ireland","Person","94 years","Total","Baseline projections ","2,364",""
"2019","Ireland","Person","95 years","Total","Baseline projections ","1,739",""
"2019","Ireland","Person","96 years","Total","Baseline projections ","1,455",""
"2019","Ireland","Person","97 years","Total","Baseline projections ","1,055",""
"2019","Ireland","Person","98 years","Total","Baseline projections ","849",""
"2019","Ireland","Person","99 years","Total","Baseline projections ","688",""
"2019","Ireland","Person","100 years or over","Total","Baseline projections ","1,428",""
"2019","Greece","Person","Total","Total","Baseline projections ","10,619,752",""
"2019","Greece","Person","16 years","Total","Baseline projections ","105,991",""
"2019","Greece","Person","17 years","Total","Baseline projections ","106,636",""
"2019","Greece","Person","18 years","Total","Baseline projections ","107,006",""
"2019","Greece","Person","19 years","Total","Baseline projections ","107,419",""
"2019","Greece","Person","20 years","Total","Baseline projections ","107,776",""
"2019","Greece","Person","21 years","Total","Baseline projections ","108,035",""
"2019","Greece","Person","22 years","Total","Baseline projections ","108,347",""
"2019","Greece","Person","23 years","Total","Baseline projections ","107,733",""
"2019","Greece","Person","24 years","Total","Baseline projections ","109,602",""
"2019","Greece","Person","25 years","Total","Baseline projections ","105,681",""
"2019","Greece","Person","26 years","Total","Baseline projections ","112,151",""
"2019","Greece","Person","27 years","Total","Baseline projections ","115,091",""
"2019","Greece","Person","28 years","Total","Baseline projections ","112,862",""
"2019","Greece","Person","29 years","Total","Baseline projections ","114,458",""
"2019","Greece","Person","30 years","Total","Baseline projections ","117,107",""
"2019","Greece","Person","31 years","Total","Baseline projections ","109,732",""
"2019","Greece","Person","32 years","Total","Baseline projections ","117,904",""
"2019","Greece","Person","33 years","Total","Baseline projections ","120,917",""
"2019","Greece","Person","34 years","Total","Baseline projections ","128,656",""
"2019","Greece","Person","35 years","Total","Baseline projections ","139,882",""
"2019","Greece","Person","36 years","Total","Baseline projections ","147,446",""
"2019","Greece","Person","37 years","Total","Baseline projections ","153,860",""
"2019","Greece","Person","38 years","Total","Baseline projections ","157,911",""
"2019","Greece","Person","39 years","Total","Baseline projections ","159,230",""
"2019","Greece","Person","40 years","Total","Baseline projections ","158,693",""
"2019","Greece","Person","41 years","Total","Baseline projections ","157,179",""
"2019","Greece","Person","42 years","Total","Baseline projections ","161,936",""
"2019","Greece","Person","43 years","Total","Baseline projections ","158,883",""
"2019","Greece","Person","44 years","Total","Baseline projections ","160,399",""
"2019","Greece","Person","45 years","Total","Baseline projections ","156,586",""
"2019","Greece","Person","46 years","Total","Baseline projections ","158,845",""
"2019","Greece","Person","47 years","Total","Baseline projections ","161,126",""
"2019","Greece","Person","48 years","Total","Baseline projections ","163,026",""
"2019","Greece","Person","49 years","Total","Baseline projections ","163,968",""
"2019","Greece","Person","50 years","Total","Baseline projections ","163,847",""
"2019","Greece","Person","51 years","Total","Baseline projections ","163,415",""
"2019","Greece","Person","52 years","Total","Baseline projections ","156,072",""
"2019","Greece","Person","53 years","Total","Baseline projections ","150,418",""
"2019","Greece","Person","54 years","Total","Baseline projections ","145,262",""
"2019","Greece","Person","55 years","Total","Baseline projections ","142,635",""
"2019","Greece","Person","56 years","Total","Baseline projections ","143,490",""
"2019","Greece","Person","57 years","Total","Baseline projections ","144,202",""
"2019","Greece","Person","58 years","Total","Baseline projections ","144,323",""
"2019","Greece","Person","59 years","Total","Baseline projections ","142,918",""
"2019","Greece","Person","60 years","Total","Baseline projections ","139,658",""
"2019","Greece","Person","61 years","Total","Baseline projections ","134,960",""
"2019","Greece","Person","62 years","Total","Baseline projections ","136,780",""
"2019","Greece","Person","63 years","Total","Baseline projections ","134,440",""
"2019","Greece","Person","64 years","Total","Baseline projections ","127,744",""
"2019","Greece","Person","65 years","Total","Baseline projections ","122,688",""
"2019","Greece","Person","66 years","Total","Baseline projections ","123,168",""
"2019","Greece","Person","67 years","Total","Baseline projections ","122,582",""
"2019","Greece","Person","68 years","Total","Baseline projections ","121,121",""
"2019","Greece","Person","69 years","Total","Baseline projections ","119,046",""
"2019","Greece","Person","70 years","Total","Baseline projections ","117,715",""
"2019","Greece","Person","71 years","Total","Baseline projections ","116,948",""
"2019","Greece","Person","72 years","Total","Baseline projections ","115,190",""
"2019","Greece","Person","73 years","Total","Baseline projections ","110,016",""
"2019","Greece","Person","74 years","Total","Baseline projections ","99,304",""
"2019","Greece","Person","75 years","Total","Baseline projections ","89,616",""
"2019","Greece","Person","76 years","Total","Baseline projections ","85,073",""
"2019","Greece","Person","77 years","Total","Baseline projections ","85,330",""
"2019","Greece","Person","78 years","Total","Baseline projections ","88,418",""
"2019","Greece","Person","79 years","Total","Baseline projections ","90,451",""
"2019","Greece","Person","80 years","Total","Baseline projections ","88,972",""
"2019","Greece","Person","81 years","Total","Baseline projections ","85,146",""
"2019","Greece","Person","82 years","Total","Baseline projections ","80,313",""
"2019","Greece","Person","83 years","Total","Baseline projections ","74,295",""
"2019","Greece","Person","84 years","Total","Baseline projections ","67,809",""
"2019","Greece","Person","85 years","Total","Baseline projections ","61,506",""
"2019","Greece","Person","86 years","Total","Baseline projections ","54,992",""
"2019","Greece","Person","87 years","Total","Baseline projections ","48,206",""
"2019","Greece","Person","88 years","Total","Baseline projections ","41,370",""
"2019","Greece","Person","89 years","Total","Baseline projections ","34,864",""
"2019","Greece","Person","90 years","Total","Baseline projections ","28,000",""
"2019","Greece","Person","91 years","Total","Baseline projections ","21,687",""
"2019","Greece","Person","92 years","Total","Baseline projections ","19,162",""
"2019","Greece","Person","93 years","Total","Baseline projections ","13,771",""
"2019","Greece","Person","94 years","Total","Baseline projections ","9,711",""
"2019","Greece","Person","95 years","Total","Baseline projections ","6,834",""
"2019","Greece","Person","96 years","Total","Baseline projections ","5,149",""
"2019","Greece","Person","97 years","Total","Baseline projections ","3,924",""
"2019","Greece","Person","98 years","Total","Baseline projections ","2,888",""
"2019","Greece","Person","99 years","Total","Baseline projections ","2,379",""
"2019","Greece","Person","100 years or over","Total","Baseline projections ","5,702",""
"2019","Spain","Person","Total","Total","Baseline projections ","46,525,906",""
"2019","Spain","Person","16 years","Total","Baseline projections ","461,304",""
"2019","Spain","Person","17 years","Total","Baseline projections ","459,375",""
"2019","Spain","Person","18 years","Total","Baseline projections ","461,500",""
"2019","Spain","Person","19 years","Total","Baseline projections ","454,148",""
"2019","Spain","Person","20 years","Total","Baseline projections ","444,352",""
"2019","Spain","Person","21 years","Total","Baseline projections ","449,756",""
"2019","Spain","Person","22 years","Total","Baseline projections ","447,991",""
"2019","Spain","Person","23 years","Total","Baseline projections ","448,902",""
"2019","Spain","Person","24 years","Total","Baseline projections ","455,539",""
"2019","Spain","Person","25 years","Total","Baseline projections ","472,471",""
"2019","Spain","Person","26 years","Total","Baseline projections ","486,767",""
"2019","Spain","Person","27 years","Total","Baseline projections ","483,573",""
"2019","Spain","Person","28 years","Total","Baseline projections ","488,589",""
"2019","Spain","Person","29 years","Total","Baseline projections ","497,234",""
"2019","Spain","Person","30 years","Total","Baseline projections ","506,385",""
"2019","Spain","Person","31 years","Total","Baseline projections ","514,921",""
"2019","Spain","Person","32 years","Total","Baseline projections ","529,809",""
"2019","Spain","Person","33 years","Total","Baseline projections ","549,263",""
"2019","Spain","Person","34 years","Total","Baseline projections ","574,185",""
"2019","Spain","Person","35 years","Total","Baseline projections ","596,683",""
"2019","Spain","Person","36 years","Total","Baseline projections ","636,194",""
"2019","Spain","Person","37 years","Total","Baseline projections ","668,835",""
"2019","Spain","Person","38 years","Total","Baseline projections ","706,576",""
"2019","Spain","Person","39 years","Total","Baseline projections ","731,632",""
"2019","Spain","Person","40 years","Total","Baseline projections ","769,096",""
"2019","Spain","Person","41 years","Total","Baseline projections ","782,976",""
"2019","Spain","Person","42 years","Total","Baseline projections ","798,700",""
"2019","Spain","Person","43 years","Total","Baseline projections ","794,996",""
"2019","Spain","Person","44 years","Total","Baseline projections ","790,044",""
"2019","Spain","Person","45 years","Total","Baseline projections ","771,202",""
"2019","Spain","Person","46 years","Total","Baseline projections ","769,053",""
"2019","Spain","Person","47 years","Total","Baseline projections ","756,426",""
"2019","Spain","Person","48 years","Total","Baseline projections ","746,935",""
"2019","Spain","Person","49 years","Total","Baseline projections ","740,302",""
"2019","Spain","Person","50 years","Total","Baseline projections ","734,318",""
"2019","Spain","Person","51 years","Total","Baseline projections ","737,950",""
"2019","Spain","Person","52 years","Total","Baseline projections ","718,483",""
"2019","Spain","Person","53 years","Total","Baseline projections ","712,125",""
"2019","Spain","Person","54 years","Total","Baseline projections ","720,397",""
"2019","Spain","Person","55 years","Total","Baseline projections ","684,741",""
"2019","Spain","Person","56 years","Total","Baseline projections ","661,023",""
"2019","Spain","Person","57 years","Total","Baseline projections ","644,491",""
"2019","Spain","Person","58 years","Total","Baseline projections ","646,406",""
"2019","Spain","Person","59 years","Total","Baseline projections ","627,332",""
"2019","Spain","Person","60 years","Total","Baseline projections ","612,200",""
"2019","Spain","Person","61 years","Total","Baseline projections ","595,606",""
"2019","Spain","Person","62 years","Total","Baseline projections ","555,005",""
"2019","Spain","Person","63 years","Total","Baseline projections ","536,627",""
"2019","Spain","Person","64 years","Total","Baseline projections ","510,514",""
"2019","Spain","Person","65 years","Total","Baseline projections ","509,212",""
"2019","Spain","Person","66 years","Total","Baseline projections ","505,322",""
"2019","Spain","Person","67 years","Total","Baseline projections ","470,728",""
"2019","Spain","Person","68 years","Total","Baseline projections ","458,011",""
"2019","Spain","Person","69 years","Total","Baseline projections ","472,168",""
"2019","Spain","Person","70 years","Total","Baseline projections ","490,248",""
"2019","Spain","Person","71 years","Total","Baseline projections ","444,397",""
"2019","Spain","Person","72 years","Total","Baseline projections ","420,441",""
"2019","Spain","Person","73 years","Total","Baseline projections ","434,210",""
"2019","Spain","Person","74 years","Total","Baseline projections ","408,052",""
"2019","Spain","Person","75 years","Total","Baseline projections ","395,332",""
"2019","Spain","Person","76 years","Total","Baseline projections ","336,014",""
"2019","Spain","Person","77 years","Total","Baseline projections ","303,886",""
"2019","Spain","Person","78 years","Total","Baseline projections ","364,516",""
"2019","Spain","Person","79 years","Total","Baseline projections ","237,011",""
"2019","Spain","Person","80 years","Total","Baseline projections ","260,782",""
"2019","Spain","Person","81 years","Total","Baseline projections ","282,142",""
"2019","Spain","Person","82 years","Total","Baseline projections ","296,427",""
"2019","Spain","Person","83 years","Total","Baseline projections ","273,660",""
"2019","Spain","Person","84 years","Total","Baseline projections ","256,525",""
"2019","Spain","Person","85 years","Total","Baseline projections ","245,689",""
"2019","Spain","Person","86 years","Total","Baseline projections ","224,748",""
"2019","Spain","Person","87 years","Total","Baseline projections ","194,592",""
"2019","Spain","Person","88 years","Total","Baseline projections ","176,051",""
"2019","Spain","Person","89 years","Total","Baseline projections ","146,841",""
"2019","Spain","Person","90 years","Total","Baseline projections ","126,257",""
"2019","Spain","Person","91 years","Total","Baseline projections ","100,586",""
"2019","Spain","Person","92 years","Total","Baseline projections ","84,061",""
"2019","Spain","Person","93 years","Total","Baseline projections ","65,460",""
"2019","Spain","Person","94 years","Total","Baseline projections ","51,541",""
"2019","Spain","Person","95 years","Total","Baseline projections ","39,166",""
"2019","Spain","Person","96 years","Total","Baseline projections ","29,698",""
"2019","Spain","Person","97 years","Total","Baseline projections ","20,613",""
"2019","Spain","Person","98 years","Total","Baseline projections ","14,388",""
"2019","Spain","Person","99 years","Total","Baseline projections ","9,077",""
"2019","Spain","Person","100 years or over","Total","Baseline projections ","20,140",""
"2019","France","Person","Total","Total","Baseline projections ","67,535,819",""
"2019","France","Person","16 years","Total","Baseline projections ","829,704",""
"2019","France","Person","17 years","Total","Baseline projections ","842,405",""
"2019","France","Person","18 years","Total","Baseline projections ","863,964",""
"2019","France","Person","19 years","Total","Baseline projections ","828,311",""
"2019","France","Person","20 years","Total","Baseline projections ","828,247",""
"2019","France","Person","21 years","Total","Baseline projections ","816,125",""
"2019","France","Person","22 years","Total","Baseline projections ","816,940",""
"2019","France","Person","23 years","Total","Baseline projections ","803,537",""
"2019","France","Person","24 years","Total","Baseline projections ","773,770",""
"2019","France","Person","25 years","Total","Baseline projections ","757,725",""
"2019","France","Person","26 years","Total","Baseline projections ","784,434",""
"2019","France","Person","27 years","Total","Baseline projections ","783,078",""
"2019","France","Person","28 years","Total","Baseline projections ","789,852",""
"2019","France","Person","29 years","Total","Baseline projections ","783,983",""
"2019","France","Person","30 years","Total","Baseline projections ","789,687",""
"2019","France","Person","31 years","Total","Baseline projections ","787,720",""
"2019","France","Person","32 years","Total","Baseline projections ","799,998",""
"2019","France","Person","33 years","Total","Baseline projections ","799,051",""
"2019","France","Person","34 years","Total","Baseline projections ","796,482",""
"2019","France","Person","35 years","Total","Baseline projections ","786,813",""
"2019","France","Person","36 years","Total","Baseline projections ","838,720",""
"2019","France","Person","37 years","Total","Baseline projections ","847,690",""
"2019","France","Person","38 years","Total","Baseline projections ","860,951",""
"2019","France","Person","39 years","Total","Baseline projections ","815,543",""
"2019","France","Person","40 years","Total","Baseline projections ","800,338",""
"2019","France","Person","41 years","Total","Baseline projections ","810,551",""
"2019","France","Person","42 years","Total","Baseline projections ","792,888",""
"2019","France","Person","43 years","Total","Baseline projections ","815,829",""
"2019","France","Person","44 years","Total","Baseline projections ","861,618",""
"2019","France","Person","45 years","Total","Baseline projections ","910,558",""
"2019","France","Person","46 years","Total","Baseline projections ","932,337",""
"2019","France","Person","47 years","Total","Baseline projections ","924,768",""
"2019","France","Person","48 years","Total","Baseline projections ","907,057",""
"2019","France","Person","49 years","Total","Baseline projections ","892,059",""
"2019","France","Person","50 years","Total","Baseline projections ","885,402",""
"2019","France","Person","51 years","Total","Baseline projections ","876,867",""
"2019","France","Person","52 years","Total","Baseline projections ","898,437",""
"2019","France","Person","53 years","Total","Baseline projections ","899,939",""
"2019","France","Person","54 years","Total","Baseline projections ","909,394",""
"2019","France","Person","55 years","Total","Baseline projections ","898,916",""
"2019","France","Person","56 years","Total","Baseline projections ","866,170",""
"2019","France","Person","57 years","Total","Baseline projections ","863,247",""
"2019","France","Person","58 years","Total","Baseline projections ","857,906",""
"2019","France","Person","59 years","Total","Baseline projections ","850,312",""
"2019","France","Person","60 years","Total","Baseline projections ","829,637",""
"2019","France","Person","61 years","Total","Baseline projections ","825,142",""
"2019","France","Person","62 years","Total","Baseline projections ","816,047",""
"2019","France","Person","63 years","Total","Baseline projections ","804,580",""
"2019","France","Person","64 years","Total","Baseline projections ","802,464",""
"2019","France","Person","65 years","Total","Baseline projections ","781,938",""
"2019","France","Person","66 years","Total","Baseline projections ","791,573",""
"2019","France","Person","67 years","Total","Baseline projections ","767,657",""
"2019","France","Person","68 years","Total","Baseline projections ","794,838",""
"2019","France","Person","69 years","Total","Baseline projections ","775,771",""
"2019","France","Person","70 years","Total","Baseline projections ","768,615",""
"2019","France","Person","71 years","Total","Baseline projections ","747,637",""
"2019","France","Person","72 years","Total","Baseline projections ","705,426",""
"2019","France","Person","73 years","Total","Baseline projections ","528,792",""
"2019","France","Person","74 years","Total","Baseline projections ","512,164",""
"2019","France","Person","75 years","Total","Baseline projections ","492,616",""
"2019","France","Person","76 years","Total","Baseline projections ","451,938",""
"2019","France","Person","77 years","Total","Baseline projections ","398,161",""
"2019","France","Person","78 years","Total","Baseline projections ","410,044",""
"2019","France","Person","79 years","Total","Baseline projections ","420,441",""
"2019","France","Person","80 years","Total","Baseline projections ","405,981",""
"2019","France","Person","81 years","Total","Baseline projections ","388,013",""
"2019","France","Person","82 years","Total","Baseline projections ","376,962",""
"2019","France","Person","83 years","Total","Baseline projections ","357,070",""
"2019","France","Person","84 years","Total","Baseline projections ","345,958",""
"2019","France","Person","85 years","Total","Baseline projections ","314,306",""
"2019","France","Person","86 years","Total","Baseline projections ","303,750",""
"2019","France","Person","87 years","Total","Baseline projections ","273,446",""
"2019","France","Person","88 years","Total","Baseline projections ","249,641",""
"2019","France","Person","89 years","Total","Baseline projections ","210,668",""
"2019","France","Person","90 years","Total","Baseline projections ","183,071",""
"2019","France","Person","91 years","Total","Baseline projections ","154,883",""
"2019","France","Person","92 years","Total","Baseline projections ","130,513",""
"2019","France","Person","93 years","Total","Baseline projections ","107,865",""
"2019","France","Person","94 years","Total","Baseline projections ","84,735",""
"2019","France","Person","95 years","Total","Baseline projections ","66,318",""
"2019","France","Person","96 years","Total","Baseline projections ","50,890",""
"2019","France","Person","97 years","Total","Baseline projections ","37,817",""
"2019","France","Person","98 years","Total","Baseline projections ","26,976",""
"2019","France","Person","99 years","Total","Baseline projections ","11,039",""
"2019","France","Person","100 years or over","Total","Baseline projections ","19,411",""
"2019","Croatia","Person","Total","Total","Baseline projections ","4,109,744",""
"2019","Croatia","Person","16 years","Total","Baseline projections ","39,648",""
"2019","Croatia","Person","17 years","Total","Baseline projections ","40,563",""
"2019","Croatia","Person","18 years","Total","Baseline projections ","43,098",""
"2019","Croatia","Person","19 years","Total","Baseline projections ","44,709",""
"2019","Croatia","Person","20 years","Total","Baseline projections ","47,210",""
"2019","Croatia","Person","21 years","Total","Baseline projections ","49,682",""
"2019","Croatia","Person","22 years","Total","Baseline projections ","50,525",""
"2019","Croatia","Person","23 years","Total","Baseline projections ","48,539",""
"2019","Croatia","Person","24 years","Total","Baseline projections ","47,957",""
"2019","Croatia","Person","25 years","Total","Baseline projections ","48,250",""
"2019","Croatia","Person","26 years","Total","Baseline projections ","46,710",""
"2019","Croatia","Person","27 years","Total","Baseline projections ","50,375",""
"2019","Croatia","Person","28 years","Total","Baseline projections ","49,777",""
"2019","Croatia","Person","29 years","Total","Baseline projections ","49,762",""
"2019","Croatia","Person","30 years","Total","Baseline projections ","51,785",""
"2019","Croatia","Person","31 years","Total","Baseline projections ","51,619",""
"2019","Croatia","Person","32 years","Total","Baseline projections ","52,550",""
"2019","Croatia","Person","33 years","Total","Baseline projections ","54,720",""
"2019","Croatia","Person","34 years","Total","Baseline projections ","56,710",""
"2019","Croatia","Person","35 years","Total","Baseline projections ","56,214",""
"2019","Croatia","Person","36 years","Total","Baseline projections ","56,534",""
"2019","Croatia","Person","37 years","Total","Baseline projections ","56,935",""
"2019","Croatia","Person","38 years","Total","Baseline projections ","57,870",""
"2019","Croatia","Person","39 years","Total","Baseline projections ","57,674",""
"2019","Croatia","Person","40 years","Total","Baseline projections ","56,733",""
"2019","Croatia","Person","41 years","Total","Baseline projections ","56,112",""
"2019","Croatia","Person","42 years","Total","Baseline projections ","55,494",""
"2019","Croatia","Person","43 years","Total","Baseline projections ","54,746",""
"2019","Croatia","Person","44 years","Total","Baseline projections ","54,353",""
"2019","Croatia","Person","45 years","Total","Baseline projections ","54,492",""
"2019","Croatia","Person","46 years","Total","Baseline projections ","54,322",""
"2019","Croatia","Person","47 years","Total","Baseline projections ","54,222",""
"2019","Croatia","Person","48 years","Total","Baseline projections ","51,476",""
"2019","Croatia","Person","49 years","Total","Baseline projections ","53,694",""
"2019","Croatia","Person","50 years","Total","Baseline projections ","54,939",""
"2019","Croatia","Person","51 years","Total","Baseline projections ","56,494",""
"2019","Croatia","Person","52 years","Total","Baseline projections ","58,838",""
"2019","Croatia","Person","53 years","Total","Baseline projections ","59,310",""
"2019","Croatia","Person","54 years","Total","Baseline projections ","56,683",""
"2019","Croatia","Person","55 years","Total","Baseline projections ","57,166",""
"2019","Croatia","Person","56 years","Total","Baseline projections ","58,490",""
"2019","Croatia","Person","57 years","Total","Baseline projections ","59,576",""
"2019","Croatia","Person","58 years","Total","Baseline projections ","59,810",""
"2019","Croatia","Person","59 years","Total","Baseline projections ","59,947",""
"2019","Croatia","Person","60 years","Total","Baseline projections ","58,958",""
"2019","Croatia","Person","61 years","Total","Baseline projections ","58,182",""
"2019","Croatia","Person","62 years","Total","Baseline projections ","60,274",""
"2019","Croatia","Person","63 years","Total","Baseline projections ","59,523",""
"2019","Croatia","Person","64 years","Total","Baseline projections ","58,670",""
"2019","Croatia","Person","65 years","Total","Baseline projections ","56,054",""
"2019","Croatia","Person","66 years","Total","Baseline projections ","54,522",""
"2019","Croatia","Person","67 years","Total","Baseline projections ","49,693",""
"2019","Croatia","Person","68 years","Total","Baseline projections ","51,383",""
"2019","Croatia","Person","69 years","Total","Baseline projections ","49,776",""
"2019","Croatia","Person","70 years","Total","Baseline projections ","45,609",""
"2019","Croatia","Person","71 years","Total","Baseline projections ","43,962",""
"2019","Croatia","Person","72 years","Total","Baseline projections ","39,532",""
"2019","Croatia","Person","73 years","Total","Baseline projections ","29,548",""
"2019","Croatia","Person","74 years","Total","Baseline projections ","31,565",""
"2019","Croatia","Person","75 years","Total","Baseline projections ","33,968",""
"2019","Croatia","Person","76 years","Total","Baseline projections ","36,000",""
"2019","Croatia","Person","77 years","Total","Baseline projections ","32,752",""
"2019","Croatia","Person","78 years","Total","Baseline projections ","33,229",""
"2019","Croatia","Person","79 years","Total","Baseline projections ","31,507",""
"2019","Croatia","Person","80 years","Total","Baseline projections ","29,598",""
"2019","Croatia","Person","81 years","Total","Baseline projections ","28,209",""
"2019","Croatia","Person","82 years","Total","Baseline projections ","25,936",""
"2019","Croatia","Person","83 years","Total","Baseline projections ","23,454",""
"2019","Croatia","Person","84 years","Total","Baseline projections ","20,964",""
"2019","Croatia","Person","85 years","Total","Baseline projections ","18,455",""
"2019","Croatia","Person","86 years","Total","Baseline projections ","16,032",""
"2019","Croatia","Person","87 years","Total","Baseline projections ","13,337",""
"2019","Croatia","Person","88 years","Total","Baseline projections ","11,322",""
"2019","Croatia","Person","89 years","Total","Baseline projections ","8,587",""
"2019","Croatia","Person","90 years","Total","Baseline projections ","6,646",""
"2019","Croatia","Person","91 years","Total","Baseline projections ","4,800",""
"2019","Croatia","Person","92 years","Total","Baseline projections ","3,842",""
"2019","Croatia","Person","93 years","Total","Baseline projections ","2,735",""
"2019","Croatia","Person","94 years","Total","Baseline projections ","1,912",""
"2019","Croatia","Person","95 years","Total","Baseline projections ","1,344",""
"2019","Croatia","Person","96 years","Total","Baseline projections ","890",""
"2019","Croatia","Person","97 years","Total","Baseline projections ","601",""
"2019","Croatia","Person","98 years","Total","Baseline projections ","357",""
"2019","Croatia","Person","99 years","Total","Baseline projections ","188",""
"2019","Croatia","Person","100 years or over","Total","Baseline projections ","172",""
"2019","Italy","Person","Total","Total","Baseline projections ","60,740,278",""
"2019","Italy","Person","16 years","Total","Baseline projections ","571,894",""
