,location,age,number_people
1600,Malta,67,5559.0
1601,Malta,68,5910.0
1602,Malta,69,5841.0
1603,Malta,70,5943.0
1604,Malta,71,5956.0
1605,Malta,72,5563.0
1606,Malta,73,5227.0
1607,Malta,74,5242.0
1608,Malta,75,3690.0
1609,Malta,76,2462.0
1610,Malta,77,2571.0
1611,Malta,78,2754.0
1612,Malta,79,2844.0
1613,Malta,80,2724.0
1614,Malta,81,2578.0
1615,Malta,82,2395.0
1616,Malta,83,2125.0
1617,Malta,84,1792.0
1618,Malta,85,1698.0
1619,Malta,86,1495.0
1620,Malta,87,1300.0
1621,Malta,88,1099.0
1622,Malta,89,850.0
1623,Malta,90,692.0
1624,Malta,91,608.0
1625,Malta,92,491.0
1626,Malta,93,381.0
1627,Malta,94,301.0
1628,Malta,95,196.0
1629,Malta,96,136.0
1630,Malta,97,106.0
1631,Malta,98,78.0
1632,Malta,99,53.0
1633,Malta,100,76.0
1637,Netherlands,18,213586.0
1638,Netherlands,19,212769.0
1639,Netherlands,20,215082.0
1640,Netherlands,21,212348.0
1641,Netherlands,22,213732.0
1642,Netherlands,23,216453.0
1643,Netherlands,24,223972.0
1644,Netherlands,25,223958.0
1645,Netherlands,26,226534.0
1646,Netherlands,27,229244.0
1647,Netherlands,28,229794.0
1648,Netherlands,29,221901.0
1649,Netherlands,30,219199.0
1650,Netherlands,31,218737.0
1651,Netherlands,32,217496.0
1652,Netherlands,33,212468.0
1653,Netherlands,34,208813.0
1654,Netherlands,35,203042.0
1655,Netherlands,36,203803.0
1656,Netherlands,37,207465.0
1657,Netherlands,38,209946.0
1658,Netherlands,39,203017.0
1659,Netherlands,40,203295.0
1660,Netherlands,41,200121.0
1661,Netherlands,42,202021.0
1662,Netherlands,43,203549.0
1663,Netherlands,44,212418.0
1664,Netherlands,45,219869.0
1665,Netherlands,46,237567.0
1666,Netherlands,47,248976.0
1667,Netherlands,48,259620.0
1668,Netherlands,49,265118.0
1669,Netherlands,50,253926.0
1670,Netherlands,51,251101.0
1671,Netherlands,52,252389.0
1672,Netherlands,53,256110.0
1673,Netherlands,54,260347.0
1674,Netherlands,55,255368.0
1675,Netherlands,56,250494.0
1676,Netherlands,57,247433.0
1677,Netherlands,58,240333.0
1678,Netherlands,59,237553.0
1679,Netherlands,60,230324.0
1680,Netherlands,61,224692.0
1681,Netherlands,62,220103.0
1682,Netherlands,63,213548.0
1683,Netherlands,64,209452.0
1684,Netherlands,65,204976.0
1685,Netherlands,66,204061.0
1686,Netherlands,67,195526.0
1687,Netherlands,68,194892.0
1688,Netherlands,69,195417.0
1689,Netherlands,70,199031.0
1690,Netherlands,71,206699.0
1691,Netherlands,72,210185.0
1692,Netherlands,73,148077.0
1693,Netherlands,74,151701.0
1694,Netherlands,75,140796.0
1695,Netherlands,76,126861.0
1696,Netherlands,77,117544.0
1697,Netherlands,78,116624.0
1698,Netherlands,79,108048.0
1699,Netherlands,80,101213.0
1700,Netherlands,81,90198.0
1701,Netherlands,82,84606.0
1702,Netherlands,83,77056.0
1703,Netherlands,84,70543.0
1704,Netherlands,85,63049.0
1705,Netherlands,86,58196.0
1706,Netherlands,87,50810.0
1707,Netherlands,88,44882.0
1708,Netherlands,89,37177.0
1709,Netherlands,90,31254.0
1710,Netherlands,91,25029.0
1711,Netherlands,92,20479.0
1712,Netherlands,93,15919.0
1713,Netherlands,94,12496.0
1714,Netherlands,95,9396.0
1715,Netherlands,96,6510.0
1716,Netherlands,97,4503.0
1717,Netherlands,98,2974.0
1718,Netherlands,99,1604.0
1719,Netherlands,100,2317.0
1721,Austria,16,86969.0
1722,Austria,17,84947.0
1723,Austria,18,88975.0
1724,Austria,19,90983.0
1725,Austria,20,96556.0
1726,Austria,21,102061.0
1727,Austria,22,109013.0
1728,Austria,23,111758.0
1729,Austria,24,117785.0
1730,Austria,25,122458.0
1731,Austria,26,125077.0
1732,Austria,27,127430.0
1733,Austria,28,125988.0
1734,Austria,29,125372.0
1735,Austria,30,125272.0
1736,Austria,31,123071.0
1737,Austria,32,122658.0
1738,Austria,33,122464.0
1739,Austria,34,123540.0
1740,Austria,35,122910.0
1741,Austria,36,125843.0
1742,Austria,37,124883.0
1743,Austria,38,121342.0
1744,Austria,39,115166.0
1745,Austria,40,112690.0
1746,Austria,41,111941.0
1747,Austria,42,112421.0
1748,Austria,43,116138.0
1749,Austria,44,118590.0
1750,Austria,45,118623.0
1751,Austria,46,125089.0
1752,Austria,47,129160.0
1753,Austria,48,132108.0
1754,Austria,49,139950.0
1755,Austria,50,143349.0
1756,Austria,51,142863.0
1757,Austria,52,142922.0
1758,Austria,53,143408.0
1759,Austria,54,144081.0
1760,Austria,55,142454.0
1761,Austria,56,138638.0
1762,Austria,57,134545.0
1763,Austria,58,128727.0
1764,Austria,59,123624.0
1765,Austria,60,117347.0
1766,Austria,61,114377.0
1767,Austria,62,111632.0
1768,Austria,63,103277.0
1769,Austria,64,97301.0
1770,Austria,65,93527.0
1771,Austria,66,91571.0
1772,Austria,67,86657.0
1773,Austria,68,88046.0
1774,Austria,69,87817.0
1775,Austria,70,89508.0
1776,Austria,71,89780.0
1777,Austria,72,74044.0
1778,Austria,73,59995.0
1779,Austria,74,76365.0
1780,Austria,75,74496.0
1781,Austria,76,72738.0
1782,Austria,77,81896.0
1783,Austria,78,85437.0
1784,Austria,79,79955.0
1785,Austria,80,52912.0
1786,Austria,81,45718.0
1787,Austria,82,42595.0
1788,Austria,83,39347.0
1789,Austria,84,36553.0
1790,Austria,85,34614.0
1791,Austria,86,32495.0
1792,Austria,87,29288.0
1793,Austria,88,26645.0
1794,Austria,89,22563.0
1795,Austria,90,19171.0
1796,Austria,91,15562.0
1797,Austria,92,13226.0
1798,Austria,93,10640.0
1799,Austria,94,8073.0
1800,Austria,95,6132.0
1801,Austria,96,4347.0
1802,Austria,97,2975.0
1803,Austria,98,1829.0
1804,Austria,99,898.0
1805,Austria,100,1005.0
1809,Poland,18,371365.0
1810,Poland,19,372761.0
1811,Poland,20,383425.0
1812,Poland,21,399712.0
1813,Poland,22,416917.0
1814,Poland,23,431309.0
1815,Poland,24,460620.0
1816,Poland,25,481340.0
1817,Poland,26,501323.0
1818,Poland,27,531594.0
1819,Poland,28,544088.0
1820,Poland,29,547467.0
1821,Poland,30,561559.0
1822,Poland,31,568456.0
1823,Poland,32,588840.0
1824,Poland,33,619605.0
1825,Poland,34,636191.0
1826,Poland,35,652466.0
1827,Poland,36,630481.0
1828,Poland,37,602591.0
1829,Poland,38,613513.0
1830,Poland,39,610313.0
1831,Poland,40,593920.0
1832,Poland,41,589838.0
1833,Poland,42,592572.0
1834,Poland,43,572230.0
1835,Poland,44,551361.0
1836,Poland,45,529641.0
1837,Poland,46,509916.0
1838,Poland,47,489529.0
1839,Poland,48,473956.0
1840,Poland,49,456424.0
1841,Poland,50,448156.0
1842,Poland,51,443190.0
1843,Poland,52,445081.0
1844,Poland,53,449659.0
1845,Poland,54,458726.0
1846,Poland,55,467511.0
1847,Poland,56,470338.0
1848,Poland,57,485983.0
1849,Poland,58,511744.0
1850,Poland,59,542797.0
1851,Poland,60,558741.0
1852,Poland,61,564246.0
1853,Poland,62,555377.0
1854,Poland,63,556289.0
1855,Poland,64,529883.0
1856,Poland,65,520736.0
1857,Poland,66,506486.0
1858,Poland,67,491649.0
1859,Poland,68,463029.0
1860,Poland,69,436268.0
1861,Poland,70,415797.0
1862,Poland,71,380517.0
1863,Poland,72,339018.0
1864,Poland,73,238270.0
1865,Poland,74,230472.0
1866,Poland,75,217751.0
1867,Poland,76,207452.0
1868,Poland,77,214164.0
1869,Poland,78,215450.0
1870,Poland,79,207300.0
1871,Poland,80,197634.0
1872,Poland,81,188505.0
1873,Poland,82,179043.0
1874,Poland,83,164182.0
1875,Poland,84,147506.0
1876,Poland,85,132107.0
1877,Poland,86,123325.0
1878,Poland,87,110115.0
1879,Poland,88,98053.0
1880,Poland,89,79027.0
1881,Poland,90,64446.0
1882,Poland,91,49273.0
1883,Poland,92,39184.0
1884,Poland,93,31714.0
1885,Poland,94,22231.0
1886,Poland,95,16752.0
1887,Poland,96,11676.0
1888,Poland,97,7206.0
1889,Poland,98,4746.0
1890,Poland,99,2909.0
1891,Poland,100,4756.0
1895,Portugal,18,116951.0
1896,Portugal,19,114535.0
1897,Portugal,20,111132.0
1898,Portugal,21,110381.0
1899,Portugal,22,109022.0
1900,Portugal,23,107579.0
1901,Portugal,24,106773.0
1902,Portugal,25,110649.0
1903,Portugal,26,111154.0
1904,Portugal,27,112314.0
1905,Portugal,28,111540.0
1906,Portugal,29,109813.0
1907,Portugal,30,110978.0
1908,Portugal,31,110656.0
1909,Portugal,32,112006.0
1910,Portugal,33,115095.0
1911,Portugal,34,123279.0
1912,Portugal,35,126226.0
1913,Portugal,36,133090.0
1914,Portugal,37,135240.0
1915,Portugal,38,142095.0
1916,Portugal,39,142747.0
1917,Portugal,40,147754.0
1918,Portugal,41,160634.0
1919,Portugal,42,164728.0
1920,Portugal,43,165212.0
1921,Portugal,44,162886.0
1922,Portugal,45,158369.0
1923,Portugal,46,158859.0
1924,Portugal,47,157611.0
1925,Portugal,48,152773.0
1926,Portugal,49,149254.0
1927,Portugal,50,148409.0
1928,Portugal,51,148542.0
1929,Portugal,52,150193.0
1930,Portugal,53,151178.0
1931,Portugal,54,152454.0
1932,Portugal,55,148629.0
1933,Portugal,56,148045.0
1934,Portugal,57,147130.0
1935,Portugal,58,145907.0
1936,Portugal,59,138994.0
1937,Portugal,60,138319.0
1938,Portugal,61,136264.0
1939,Portugal,62,131935.0
1940,Portugal,63,132787.0
1941,Portugal,64,128299.0
1942,Portugal,65,124773.0
1943,Portugal,66,126546.0
1944,Portugal,67,125428.0
1945,Portugal,68,122411.0
1946,Portugal,69,118516.0
1947,Portugal,70,119874.0
1948,Portugal,71,106517.0
1949,Portugal,72,105074.0
1950,Portugal,73,106949.0
1951,Portugal,74,98947.0
1952,Portugal,75,93397.0
1953,Portugal,76,85912.0
1954,Portugal,77,83009.0
1955,Portugal,78,82457.0
1956,Portugal,79,81090.0
1957,Portugal,80,78167.0
1958,Portugal,81,73223.0
1959,Portugal,82,72912.0
1960,Portugal,83,67783.0
1961,Portugal,84,59476.0
1962,Portugal,85,55012.0
1963,Portugal,86,49408.0
1964,Portugal,87,43345.0
1965,Portugal,88,37023.0
1966,Portugal,89,28031.0
1967,Portugal,90,23693.0
1968,Portugal,91,18770.0
1969,Portugal,92,15409.0
1970,Portugal,93,11718.0
1971,Portugal,94,8412.0
1972,Portugal,95,5924.0
1973,Portugal,96,4077.0
1974,Portugal,97,3629.0
1975,Portugal,98,2740.0
1976,Portugal,99,1472.0
1977,Portugal,100,3687.0
1981,Romania,18,216722.0
1982,Romania,19,214201.0
1983,Romania,20,213230.0
1984,Romania,21,208413.0
1985,Romania,22,202825.0
1986,Romania,23,205791.0
1987,Romania,24,212640.0
1988,Romania,25,204922.0
1989,Romania,26,207042.0
1990,Romania,27,211825.0
1991,Romania,28,237084.0
1992,Romania,29,273554.0
1993,Romania,30,279751.0
1994,Romania,31,281413.0
1995,Romania,32,275892.0
1996,Romania,33,263241.0
1997,Romania,34,258141.0
1998,Romania,35,236919.0
1999,Romania,36,252355.0
2000,Romania,37,278644.0
2001,Romania,38,292701.0
2002,Romania,39,299954.0
2003,Romania,40,303728.0
2004,Romania,41,312400.0
2005,Romania,42,308098.0
2006,Romania,43,310095.0
2007,Romania,44,316989.0
2008,Romania,45,280674.0
2009,Romania,46,286886.0
2010,Romania,47,292449.0
2011,Romania,48,310183.0
2012,Romania,49,335227.0
2013,Romania,50,375499.0
2014,Romania,51,380294.0
2015,Romania,52,196649.0
2016,Romania,53,200137.0
2017,Romania,54,203631.0
2018,Romania,55,205153.0
2019,Romania,56,207643.0
2020,Romania,57,221215.0
2021,Romania,58,235758.0
2022,Romania,59,244304.0
2023,Romania,60,256070.0
2024,Romania,61,264656.0
2025,Romania,62,274139.0
2026,Romania,63,282665.0
2027,Romania,64,265027.0
2028,Romania,65,245630.0
2029,Romania,66,245713.0
2030,Romania,67,239314.0
2031,Romania,68,239612.0
2032,Romania,69,242868.0
2033,Romania,70,196608.0
2034,Romania,71,175082.0
2035,Romania,72,174104.0
2036,Romania,73,136460.0
2037,Romania,74,151836.0
2038,Romania,75,130720.0
2039,Romania,76,129854.0
2040,Romania,77,130755.0
2041,Romania,78,131497.0
2042,Romania,79,133736.0
2043,Romania,80,125889.0
2044,Romania,81,116155.0
2045,Romania,82,108598.0
2046,Romania,83,90994.0
2047,Romania,84,82191.0
2048,Romania,85,69421.0
2049,Romania,86,67651.0
2050,Romania,87,51490.0
2051,Romania,88,44906.0
2052,Romania,89,35044.0
2053,Romania,90,29444.0
2054,Romania,91,22092.0
2055,Romania,92,16855.0
2056,Romania,93,12790.0
2057,Romania,94,9688.0
2058,Romania,95,6671.0
2059,Romania,96,4658.0
2060,Romania,97,3392.0
2061,Romania,98,1621.0
2062,Romania,99,1471.0
2063,Romania,100,1225.0
2067,Slovenia,18,19186.0
2068,Slovenia,19,18416.0
2069,Slovenia,20,19012.0
2070,Slovenia,21,19423.0
2071,Slovenia,22,20256.0
2072,Slovenia,23,20328.0
2073,Slovenia,24,20938.0
2074,Slovenia,25,21227.0
2075,Slovenia,26,21439.0
2076,Slovenia,27,22955.0
2077,Slovenia,28,23614.0
2078,Slovenia,29,24740.0
2079,Slovenia,30,26826.0
2080,Slovenia,31,27319.0
2081,Slovenia,32,26772.0
2082,Slovenia,33,27738.0
2083,Slovenia,34,28171.0
2084,Slovenia,35,28789.0
2085,Slovenia,36,29835.0
2086,Slovenia,37,30900.0
2087,Slovenia,38,31429.0
2088,Slovenia,39,31757.0
2089,Slovenia,40,31547.0
2090,Slovenia,41,31026.0
2091,Slovenia,42,31569.0
2092,Slovenia,43,30776.0
2093,Slovenia,44,30018.0
2094,Slovenia,45,30039.0
2095,Slovenia,46,29821.0
2096,Slovenia,47,29141.0
2097,Slovenia,48,28110.0
2098,Slovenia,49,28846.0
2099,Slovenia,50,29485.0
2100,Slovenia,51,30464.0
2101,Slovenia,52,31556.0
2102,Slovenia,53,31523.0
2103,Slovenia,54,30447.0
2104,Slovenia,55,30295.0
2105,Slovenia,56,30167.0
2106,Slovenia,57,30229.0
2107,Slovenia,58,29484.0
2108,Slovenia,59,29015.0
2109,Slovenia,60,28652.0
2110,Slovenia,61,29013.0
2111,Slovenia,62,29791.0
2112,Slovenia,63,29243.0
2113,Slovenia,64,28415.0
2114,Slovenia,65,28401.0
2115,Slovenia,66,27518.0
2116,Slovenia,67,25791.0
2117,Slovenia,68,25988.0
2118,Slovenia,69,23421.0
2119,Slovenia,70,21916.0
2120,Slovenia,71,20858.0
2121,Slovenia,72,18659.0
2122,Slovenia,73,13344.0
2123,Slovenia,74,16051.0
2124,Slovenia,75,17528.0
2125,Slovenia,76,17165.0
2126,Slovenia,77,15719.0
2127,Slovenia,78,15249.0
2128,Slovenia,79,14453.0
2129,Slovenia,80,13368.0
2130,Slovenia,81,12455.0
2131,Slovenia,82,12014.0
2132,Slovenia,83,10875.0
2133,Slovenia,84,9927.0
2134,Slovenia,85,8965.0
2135,Slovenia,86,8284.0
2136,Slovenia,87,7070.0
2137,Slovenia,88,6493.0
2138,Slovenia,89,5001.0
2139,Slovenia,90,4254.0
2140,Slovenia,91,3444.0
2141,Slovenia,92,2642.0
2142,Slovenia,93,2086.0
2143,Slovenia,94,1463.0
2144,Slovenia,95,1104.0
2145,Slovenia,96,762.0
2146,Slovenia,97,487.0
2147,Slovenia,98,291.0
2148,Slovenia,99,171.0
2149,Slovenia,100,180.0
2153,Slovakia,18,55338.0
2154,Slovakia,19,56366.0
2155,Slovakia,20,57394.0
2156,Slovakia,21,59271.0
2157,Slovakia,22,60543.0
2158,Slovakia,23,61949.0
2159,Slovakia,24,66809.0
2160,Slovakia,25,73336.0
2161,Slovakia,26,74491.0
2162,Slovakia,27,77900.0
2163,Slovakia,28,79227.0
2164,Slovakia,29,79096.0
2165,Slovakia,30,81435.0
2166,Slovakia,31,82124.0
2167,Slovakia,32,84279.0
2168,Slovakia,33,87151.0
2169,Slovakia,34,87103.0
2170,Slovakia,35,87325.0
2171,Slovakia,36,87543.0
2172,Slovakia,37,87661.0
2173,Slovakia,38,88617.0
2174,Slovakia,39,92963.0
2175,Slovakia,40,92170.0
2176,Slovakia,41,91665.0
2177,Slovakia,42,91304.0
2178,Slovakia,43,89242.0
2179,Slovakia,44,89104.0
2180,Slovakia,45,84358.0
2181,Slovakia,46,79370.0
2182,Slovakia,47,74774.0
2183,Slovakia,48,72422.0
2184,Slovakia,49,71074.0
2185,Slovakia,50,67497.0
2186,Slovakia,51,67987.0
2187,Slovakia,52,70221.0
2188,Slovakia,53,72205.0
2189,Slovakia,54,74453.0
2190,Slovakia,55,73144.0
2191,Slovakia,56,69974.0
2192,Slovakia,57,71943.0
2193,Slovakia,58,71445.0
2194,Slovakia,59,70027.0
2195,Slovakia,60,72452.0
2196,Slovakia,61,73910.0
2197,Slovakia,62,74733.0
2198,Slovakia,63,73566.0
2199,Slovakia,64,71068.0
2200,Slovakia,65,69184.0
2201,Slovakia,66,68322.0
2202,Slovakia,67,66051.0
2203,Slovakia,68,61659.0
2204,Slovakia,69,55475.0
2205,Slovakia,70,53279.0
2206,Slovakia,71,49894.0
2207,Slovakia,72,41879.0
2208,Slovakia,73,37812.0
2209,Slovakia,74,38185.0
2210,Slovakia,75,34494.0
2211,Slovakia,76,33007.0
2212,Slovakia,77,31476.0
2213,Slovakia,78,29555.0
2214,Slovakia,79,26145.0
2215,Slovakia,80,23504.0
2216,Slovakia,81,21168.0
2217,Slovakia,82,19344.0
2218,Slovakia,83,18053.0
2219,Slovakia,84,16038.0
2220,Slovakia,85,14443.0
2221,Slovakia,86,13231.0
2222,Slovakia,87,11242.0
2223,Slovakia,88,9440.0
2224,Slovakia,89,7637.0
2225,Slovakia,90,6023.0
2226,Slovakia,91,4761.0
2227,Slovakia,92,3713.0
2228,Slovakia,93,2820.0
2229,Slovakia,94,2220.0
2230,Slovakia,95,1722.0
2231,Slovakia,96,1288.0
2232,Slovakia,97,913.0
2233,Slovakia,98,547.0
2234,Slovakia,99,403.0
2235,Slovakia,100,655.0
2239,Finland,18,59387.0
2240,Finland,19,60113.0
2241,Finland,20,59495.0
2242,Finland,21,61827.0
2243,Finland,22,63665.0
2244,Finland,23,66456.0
2245,Finland,24,68964.0
2246,Finland,25,69172.0
2247,Finland,26,71839.0
2248,Finland,27,71180.0
2249,Finland,28,71996.0
2250,Finland,29,70458.0
2251,Finland,30,70895.0
2252,Finland,31,67697.0
2253,Finland,32,68591.0
2254,Finland,33,70662.0
2255,Finland,34,72760.0
2256,Finland,35,74225.0
2257,Finland,36,73410.0
2258,Finland,37,70353.0
2259,Finland,38,69735.0
2260,Finland,39,69249.0
2261,Finland,40,69390.0
2262,Finland,41,69985.0
2263,Finland,42,70181.0
2264,Finland,43,68745.0
2265,Finland,44,65585.0
2266,Finland,45,59739.0
2267,Finland,46,61637.0
2268,Finland,47,63511.0
2269,Finland,48,65443.0
2270,Finland,49,66688.0
2271,Finland,50,71246.0
2272,Finland,51,72997.0
2273,Finland,52,73387.0
2274,Finland,53,73519.0
2275,Finland,54,74790.0
2276,Finland,55,75334.0
2277,Finland,56,74264.0
2278,Finland,57,73680.0
2279,Finland,58,73071.0
2280,Finland,59,72494.0
2281,Finland,60,69944.0
2282,Finland,61,72713.0
2283,Finland,62,74284.0
2284,Finland,63,73270.0
2285,Finland,64,72986.0
2286,Finland,65,71673.0
2287,Finland,66,73691.0
2288,Finland,67,70631.0
2289,Finland,68,72734.0
2290,Finland,69,74270.0
2291,Finland,70,74854.0
2292,Finland,71,73676.0
2293,Finland,72,70890.0
2294,Finland,73,62332.0
2295,Finland,74,49171.0
2296,Finland,75,46043.0
2297,Finland,76,36162.0
2298,Finland,77,51383.0
2299,Finland,78,35533.0
2300,Finland,79,39971.0
2301,Finland,80,37255.0
2302,Finland,81,33536.0
2303,Finland,82,30224.0
2304,Finland,83,28595.0
2305,Finland,84,25422.0
2306,Finland,85,22250.0
2307,Finland,86,21393.0
2308,Finland,87,19616.0
2309,Finland,88,17810.0
2310,Finland,89,15100.0
2311,Finland,90,12698.0
2312,Finland,91,9995.0
2313,Finland,92,8004.0
2314,Finland,93,6441.0
2315,Finland,94,4672.0
2316,Finland,95,3535.0
2317,Finland,96,2399.0
2318,Finland,97,1673.0
2319,Finland,98,1078.0
2320,Finland,99,538.0
2321,Finland,100,917.0
2325,Sweden,18,108747.0
2326,Sweden,19,106497.0
2327,Sweden,20,108007.0
2328,Sweden,21,109312.0
2329,Sweden,22,115128.0
2330,Sweden,23,123996.0
2331,Sweden,24,133955.0
2332,Sweden,25,140250.0
2333,Sweden,26,147017.0
2334,Sweden,27,150469.0
2335,Sweden,28,152672.0
2336,Sweden,29,146107.0
2337,Sweden,30,144101.0
2338,Sweden,31,137875.0
2339,Sweden,32,136622.0
2340,Sweden,33,133872.0
2341,Sweden,34,129779.0
2342,Sweden,35,127049.0
2343,Sweden,36,127426.0
2344,Sweden,37,126036.0
2345,Sweden,38,129391.0
2346,Sweden,39,125919.0
2347,Sweden,40,121973.0
2348,Sweden,41,123445.0
2349,Sweden,42,124709.0
2350,Sweden,43,129162.0
2351,Sweden,44,134207.0
2352,Sweden,45,132032.0
2353,Sweden,46,133762.0
2354,Sweden,47,133306.0
2355,Sweden,48,129768.0
2356,Sweden,49,127288.0
2357,Sweden,50,132366.0
2358,Sweden,51,138272.0
2359,Sweden,52,139052.0
2360,Sweden,53,138828.0
2361,Sweden,54,137886.0
2362,Sweden,55,128136.0
2363,Sweden,56,121860.0
2364,Sweden,57,117510.0
2365,Sweden,58,115634.0
2366,Sweden,59,115438.0
2367,Sweden,60,114432.0
2368,Sweden,61,115059.0
2369,Sweden,62,114624.0
2370,Sweden,63,112086.0
2371,Sweden,64,109111.0
2372,Sweden,65,110903.0
2373,Sweden,66,109058.0
2374,Sweden,67,106901.0
2375,Sweden,68,110535.0
2376,Sweden,69,113251.0
2377,Sweden,70,115685.0
2378,Sweden,71,115111.0
2379,Sweden,72,114685.0
2380,Sweden,73,111744.0
2381,Sweden,74,107712.0
2382,Sweden,75,98571.0
2383,Sweden,76,88352.0
2384,Sweden,77,76118.0
2385,Sweden,78,70376.0
2386,Sweden,79,68097.0
2387,Sweden,80,62844.0
2388,Sweden,81,56994.0
2389,Sweden,82,52584.0
2390,Sweden,83,47252.0
2391,Sweden,84,42797.0
2392,Sweden,85,38901.0
2393,Sweden,86,36651.0
2394,Sweden,87,32919.0
2395,Sweden,88,29834.0
2396,Sweden,89,25093.0
2397,Sweden,90,22272.0
2398,Sweden,91,18183.0
2399,Sweden,92,15242.0
2400,Sweden,93,12455.0
2401,Sweden,94,9633.0
2402,Sweden,95,7333.0
2403,Sweden,96,5235.0
2404,Sweden,97,3940.0
2405,Sweden,98,2775.0
2406,Sweden,99,1454.0
2407,Sweden,100,2162.0
2411,United Kingdom,18,737721.0
2412,United Kingdom,19,779247.0
2413,United Kingdom,20,820567.0
2414,United Kingdom,21,857201.0
2415,United Kingdom,22,879626.0
2416,United Kingdom,23,884221.0
2417,United Kingdom,24,896602.0
2418,United Kingdom,25,906798.0
2419,United Kingdom,26,921551.0
2420,United Kingdom,27,947037.0
2421,United Kingdom,28,946642.0
2422,United Kingdom,29,928605.0
2423,United Kingdom,30,923151.0
2424,United Kingdom,31,913271.0
2425,United Kingdom,32,902952.0
2426,United Kingdom,33,904657.0
2427,United Kingdom,34,892148.0
2428,United Kingdom,35,882261.0
2429,United Kingdom,36,883644.0
2430,United Kingdom,37,884865.0
2431,United Kingdom,38,886596.0
2432,United Kingdom,39,866856.0
2433,United Kingdom,40,819068.0
2434,United Kingdom,41,783794.0
2435,United Kingdom,42,784347.0
2436,United Kingdom,43,798512.0
2437,United Kingdom,44,812096.0
2438,United Kingdom,45,836404.0
2439,United Kingdom,46,872478.0
2440,United Kingdom,47,904925.0
2441,United Kingdom,48,908309.0
2442,United Kingdom,49,908790.0
2443,United Kingdom,50,919858.0
2444,United Kingdom,51,925655.0
2445,United Kingdom,52,931011.0
2446,United Kingdom,53,934021.0
2447,United Kingdom,54,932441.0
2448,United Kingdom,55,917318.0
2449,United Kingdom,56,896977.0
2450,United Kingdom,57,871207.0
2451,United Kingdom,58,838071.0
2452,United Kingdom,59,810903.0
2453,United Kingdom,60,791505.0
2454,United Kingdom,61,766612.0
2455,United Kingdom,62,737336.0
2456,United Kingdom,63,708858.0
2457,United Kingdom,64,694433.0
2458,United Kingdom,65,688695.0
2459,United Kingdom,66,672489.0
2460,United Kingdom,67,663141.0
2461,United Kingdom,68,669571.0
2462,United Kingdom,69,681026.0
2463,United Kingdom,70,703447.0
2464,United Kingdom,71,746245.0
2465,United Kingdom,72,681945.0
2466,United Kingdom,73,581100.0
2467,United Kingdom,74,565746.0
2468,United Kingdom,75,540130.0
2469,United Kingdom,76,488274.0
2470,United Kingdom,77,433095.0
2471,United Kingdom,78,411831.0
2472,United Kingdom,79,409263.0
2473,United Kingdom,80,393288.0
2474,United Kingdom,81,368584.0
2475,United Kingdom,82,340526.0
2476,United Kingdom,83,313356.0
2477,United Kingdom,84,283056.0
2478,United Kingdom,85,254368.0
2479,United Kingdom,86,232623.0
2480,United Kingdom,87,210910.0
2481,United Kingdom,88,185872.0
2482,United Kingdom,89,158750.0
2483,United Kingdom,90,132189.0
2484,United Kingdom,91,109739.0
2485,United Kingdom,92,90482.0
2486,United Kingdom,93,72531.0
2487,United Kingdom,94,57405.0
2488,United Kingdom,95,44657.0
2489,United Kingdom,96,34324.0
2490,United Kingdom,97,25398.0
2491,United Kingdom,98,16642.0
2492,United Kingdom,99,9125.0
2493,United Kingdom,100,16165.0
